NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Truck,22,8,17.5,7,11.411,17.5,66.5,52.5,19.434825,3,3,7,18.59,2.1,4.67,0.91,0.975,21,26
3,SUV,18,8,13.5,11,13.552,13.5,51.3,40.5,0.685125,2,4,7,35.84,1.86,4.79,1.13,0.985,22,24
4,Sedan,18,11,6.0,7,11.082,6.0,22.8,18.0,18.696825,2,10,17,49.76,3.16,4.76,0.94,0.994,21,24
2,Small,21,6,4.0,7,7.799,4.0,15.2,12.0,0.685125,2,21,23,23.09,0.64,4.74,1.0,0.935,22,24
2,Small,20,9,4.0,11,9.321,4.0,15.2,12.0,5.4774,1,8,19,49.12,1.34,4.67,1.14,0.985,23,27
1,Sedan,17,10,6.0,11,5.894,6.0,22.8,18.0,19.434825,1,9,16,8.85,0.83,4.66,1.05,0.873,20,24
2,SUV,19,9,13.5,7,9.535,13.5,51.3,40.5,19.434825,3,19,23,41.08,2.8,4.76,1.19,0.991,23,28
3,Small,16,8,4.0,3,10.366,4.0,15.2,12.0,18.696825,3,7,15,20.42,0.76,4.79,0.93,0.938,21,25
2,SUV,20,10,13.5,7,8.309,13.5,51.3,40.5,18.696825,1,20,23,45.39,2.13,4.76,0.93,0.99,21,24
5,Truck,20,8,17.5,11,9.995,17.5,66.5,52.5,13.009950000000002,1,20,23,19.49,0.9,4.73,1.0,0.945,21,24
2,Small,20,7,4.0,11,7.043,4.0,15.2,12.0,18.696825,3,6,19,21.56,0.63,4.71,1.11,0.929,19,24
5,Small,20,8,4.0,7,7.887,4.0,15.2,12.0,5.4774,3,7,19,10.22,2.14,4.67,1.2,0.955,22,25
1,Sedan,21,7,6.0,7,10.731,6.0,22.8,18.0,13.009950000000002,3,5,8,49.33,2.94,4.64,1.15,0.993,19,22
3,SUV,17,9,13.5,3,13.955,13.5,51.3,40.5,1.33605,2,8,16,22.33,3.37,4.61,1.17,0.987,19,22
4,Sedan,17,11,6.0,11,7.463,6.0,22.8,18.0,3.42945,1,10,16,27.7,1.91,4.68,1.01,0.981,20,23
3,Truck,19,9,17.5,7,8.531,17.5,66.5,52.5,13.009950000000002,3,8,18,49.96,2.08,4.69,1.16,0.99,21,25
5,Small,20,10,4.0,11,8.873,4.0,15.2,12.0,18.696825,3,20,23,43.0,1.09,4.71,1.14,0.979,23,27
4,SUV,17,10,13.5,7,10.49,13.5,51.3,40.5,19.434825,2,9,16,8.86,1.37,4.65,1.08,0.921,23,27
2,Sedan,16,10,6.0,3,6.839,6.0,22.8,18.0,13.009950000000002,2,9,15,38.02,1.21,4.61,1.05,0.978,19,24
4,Sedan,18,7,6.0,11,8.462,6.0,22.8,18.0,18.696825,3,18,23,36.31,2.37,4.73,1.08,0.988,22,24
5,Small,18,10,4.0,11,5.201,4.0,15.2,12.0,1.33605,1,18,23,9.53,2.21,4.62,1.23,0.954,19,24
2,SUV,19,7,13.5,11,14.952,13.5,51.3,40.5,19.434825,3,19,23,31.28,0.51,4.68,1.07,0.939,22,24
4,Truck,17,6,17.5,11,7.628,17.5,66.5,52.5,0.685125,1,17,23,8.25,1.28,4.69,1.16,0.91,22,25
4,Sedan,16,7,6.0,7,13.745,6.0,22.8,18.0,13.009950000000002,3,16,23,6.97,3.23,4.74,1.02,0.957,19,24
